"LLR-ID","SR-Refs","Title","Module","CodeSymbol","Detail","TestRefs","Status"
"LLR-058","SR-058;SR-060;SR-003;SR-013","Content-addressed copy with owner election and intra-run memo","FileBackup.Engine","Invoke-BackupFileGroup;Resolve-GroupStorageForm","Always hash-names the stored object; the (hash,length) group elects its owner (shortest RelativePath, ordinal tie-break) whose extension and SR-081 decision define the single physical form (AMENDED 2026-09-01, WP17: it was 'the owner's Test-ShouldCompress answer'; the list is now only the first of two gates and the composed Resolve-CompressionDecision verdict is what defines the form - LLR-086); the first member writes it and an in-process memo makes every later member adopt it. The SR-081 decision is resolved LAZILY and MEMOIZED at group scope: a $decision record initialized $null before the member loop and filled on FIRST entry to the write branch, never before. Laziness is what keeps dedup hits and in-run twins from probing at all - they return before the branch - and the memo is what keeps a group whose first member's copy FAILS (and continues with the written-object memo still null, inside foreach ($entry in $Group)) from re-probing and re-warning once per failing member. Nothing reads the form before the write branch, which is what makes the move legal. The PreserveFolderTree parameter and the SR-022 Mirror-name refusal are deleted.","TC-119;TC-120;TC-121;TC-226","Verified"
"LLR-059","SR-059;SR-010;SR-028","Superseded-data preservation after copy/evict, survival tested against the final manifest","FileBackup.Engine","Save-SupersededData","Runs after the copy and evict steps (nothing is overwritten under content addressing, so it no longer has to run first) and asks whether any row in the FINAL manifest still claims the old row's DataPath - eviction's own B9 claim semantics. Testing by DataPath is conservative in the direction that matters: a claim always keeps its bytes in the pool, and the one asymmetry - a single content stored under TWO hash names, possible only in a pre-WP9 store because the owner's extension is folded into the name - at worst parks the unclaimed twin in the newest snapshot, still inside the restore pool (review 2026-08-25, MIN-5). The exact test replaces the source-based approximation that authorized D-1's in-place overwrite; frozen rows (SR-055/SR-057) and rows whose copy failed keep their claim in the final map, so their objects now correctly stay in the pool. The Mirror-only legacy source-based arm this clause used to describe was deleted with the mode at WP9 step 5; there is now one code path.","TC-118;TC-122;TC-135","Verified"
"LLR-060","SR-061","Storage-layout migration deleted; sanitize kept; legacy store refused by engine AND both restorers","FileBackup.Engine","Test-BackupManifest;Invoke-BackupSet;Reconstruct.ps1;reconstruct.sh","Sync-BackupStorageLayout and Get-MigrationCapacityDemand are DELETED whole (~260 lines), together with the step-5.5 migration capacity preflight and the SR-051 refcount apparatus that existed only to make a migration safe. Invoke-BackupSet step 6 calls Test-BackupManifest directly for the sanitize half Sync used to wrap, which also collapses two overlapping orphan scans into the one that SR-064 makes linear. A row carrying StoredAsHashSize='Original' fails the set before mutation with the fresh-BackupPath remedy. Kit revision 7 (human ruling 2026-08-26) withdraws READ support too: both restorers scan the authority manifest before the target exists and refuse with the precondition code (2) when any row carries StoredAsHashSize='Original' (the authoritative marker, matching the engine) or a DataPath containing a path separator (the structural marker, which still catches a store whose column was lost). Nothing is written. The withdrawn claim is the one WP9 review MIN-2 flagged as untested on the bash half.","TC-124;TC-138","Verified"
"LLR-061","SR-062","Manifest-derived browse view generator","FileBackup.Engine","New-BrowseViewIndex","Writes INDEX.tsv plus per-folder INDEX.html pages and a root search page under the resolved view root (default <BackupPath>_View), names entries from the ROW's Compressed column, stamps a SHA-256 of the canonical manifest ROWS into .viewstamp (deliberately not the manifest witness: a manifest-identical run can rewrite the CSV with different quoting), and refuses a view root that is off-volume or overlaps any owned path in either direction, and - the independent second guard - refuses to WIPE a view root holding anything that is not a generated view (WP9 review MAJ-1). Engine-side only: Common never grows view code (AGENTS.md sec.3).","TC-129;TC-130;TC-133","Verified"
"LLR-062","SR-064","Linear unreferenced-data audit","FileBackup.Engine","Test-BackupManifest","Builds one referenced-DataPath hashtable (the pattern already used at Engine.psm1:761/:772) instead of re-piping the manifest per on-disk file, and keys it with New-RelativePathMap so a case-differing Linux pair is not conflated.","TC-132","Verified"
"LLR-063","SR-063;SR-042","Config contract v2: removed-key refusal and view keys","FileBackup.Engine","Assert-NoUnknownConfigKey","ConfigSchemaVersion becomes 2; PreserveFolderTree leaves the closed key set and gains a NAMED diagnostic (not the generic unknown-key message) raised for JSON and CLIXML alike; BrowseView and ViewPath join the key set with their vocabulary and placement checks in Test-BackupConfigurationShape / Resolve-BackupSetDefaults. AMENDED 2026-09-01 (WP17, SR-081): CompressProbe joins the same key set by the SAME nine-surface pattern LLR-042 now enumerates - closed key set (JSON), -cnotin value check beside the BrowseView block (JSON and CLIXML), fixed field list in Resolve-BackupSetDefaults, schema enum, example config, ConfigFixtures.ps1, FileBackup.ps1 help, README field table and IF-001's sentence - with the exact-lowercase vocabulary off|excluded-extensions|always and the default always. It is the first key added under the ratified additive-optional-key policy: optional plus defaulted means ConfigVersion stays 2, and an older build refusing the key by name is the closed schema working as designed rather than a break.","TC-125;TC-126;TC-127;TC-128;TC-227","Verified"
"LLR-064","SR-062","-Action View dispatch","FileBackup.ps1","Invoke-ViewAction","Adds View to the -Action ValidateSet and dispatches a forced view rebuild that reports through the SR-040 status table, alongside the pipeline's own step-16 refresh.","TC-131","Verified"
"LLR-065","SR-065","Directory sidecar: empty directories and folder attributes","FileBackup.Engine;FileBackup.Common;Reconstruct.ps1;reconstruct.sh","Get-SourceDirectoryRecord;Write-DirectorySidecar;Get-DirectoryAttributeToken;ConvertTo-DirectoryAttributeFlag;Restore-DirectorySidecar;parse_dir_sidecar;apply_dir_sidecar","Get-SourceDirectoryRecord walks the source with -Force and emits {RelativePath, Attributes} for every directory that is EMPTY of files or carries a recorded attribute bit. Emptiness is decided from the ancestor set of the file rows the walk already produced, never by re-enumerating each directory, so the pass stays linear in directories plus file rows (the SR-064 discipline). A directory the walk could not enumerate is NOT emitted -- claiming empty for an unreadable directory would be a lie in the dangerous direction -- and a non-portable directory name (SR-055) is skipped with a warning rather than failing the set a second time. Get-DirectoryAttributeToken masks to Hidden, System, ReadOnly and NotContentIndexed, the only four SetFileAttributes can apply to a directory; Archive/Temporary/Offline are meaningless on one and Compressed/Encrypted/ReparsePoint/the ReFS integrity bits cannot be set through that API at all. Rows sort ordinally so two runs over the same state write byte-identical sidecars. Write-DirectorySidecar writes DIRECTORIES.csv beside the manifest and REMOVES it when there are no rows, so a tree with no empty or attributed directory is byte-identical to a pre-SR-065 store. Invoke-BackupSet writes it at step 12.5, after the manifest, and step 7 copies the PRIOR sidecar into staging so a snapshot keeps its own point in time; the sidecar is deliberately NOT in Complete-ChangeFolder's kit list. Restore-DirectorySidecar and apply_dir_sidecar run LAST, after every file is written and verified: rows are created parents-first and attributes applied deepest-first, path traversal is refused as it is for manifest rows, and reconstruct.sh creates the directories but reports the Windows attributes as inapplicable on POSIX rather than dropping them silently. The sidecar is ADVISORY and unwitnessed: absent, unreadable or malformed, it leaves exactly the pre-SR-065 behaviour and never fails a restore.","TC-137","Verified"
"LLR-066","SR-066","Restored files carry their own modification time","Reconstruct.ps1;reconstruct.sh","Set-RestoredLastWriteTime;stamp_mtime","Both restorers apply the row's own LastWriteTimeStr after the SR-056 (hash,length) verification passes -- including after a hash-recovery retry, so a file that was deleted and re-written never keeps a stamp from the failed attempt. Set-RestoredLastWriteTime parses through ConvertFrom-ManifestDateString and calls File::SetLastWriteTime; stamp_mtime uses touch -d on the manifest's ISO-8601 round-trip form and retries with the fractional seconds stripped for leaner userlands. Neither is ever fatal: the bytes are correct and verified by the time it runs, so a blank or unparseable cell warns and the row still counts restored. ReadOnly does not block it (SetFileTime needs FILE_WRITE_ATTRIBUTES, which a read-only file grants). This is what stops a deduplicated row inheriting the pool object's timestamp: the mtime used to ride along on the copy, so every twin got the OWNER's.","TC-136","Verified"
"LLR-067","SR-067","Bounded copy retry with a per-run budget","FileBackup.Engine","Invoke-BackupFileGroup;Get-CopyRetryDelayMs;Test-CopyFailureIsTransient","Invoke-BackupFileGroup's candidate loop is wrapped in ATTEMPT ROUNDS: each round tries every member of the content group, then waits and retries the whole list. Get-CopyRetryDelayMs returns 250 ms then 1000 ms and finally $null, so three attempts cost at most 1.25 s of waiting per file. Test-CopyFailureIsTransient returns false only for the n6 directory-destination refusal, which cannot change by waiting; everything else is treated as possibly transient, because guessing wrong that way costs time while guessing wrong the other way costs the file. The destination is cleared between rounds by the same Remove-Item the MIN-1 fallback uses, so a retry never lands on partial debris (and never merges into it, SR-004). RetryBudgetMs is a [ref] the SET owns - Invoke-BackupSet seeds one per set and passes it to every group - so a systemically unreadable tree cannot sleep the run away; omitting it (a direct unit call) yields a fresh local budget. On exhaustion the error names the attempt count and states the file is NOT in the backup, no row is added to BackupMap, and OverallSuccess goes false. A row from an EARLIER run survives untouched, the same frozen-row treatment SR-055/SR-057 give a file the walk could not read. Covered at BOTH levels: the group-level cases build the group by hand and delete or lock the source, and an end-to-end case deletes a source file inside the real walk-to-copy window using a separate sniper process keyed on the step-5 source hash cache (the parent runspace is blocked on the backup child and cannot pump a FileSystemWatcher, which is why an in-process watcher never enters the window).","TC-140","Verified"
"LLR-068","SR-068","Byte-derived stored form in the kit","FileBackup.Common;Reconstruct.ps1;bash/reconstruct.sh","Get-StoredObjectForm;stored_object_form","Get-StoredObjectForm lives in COMMON because the kit does not bundle Engine, where the equivalent audit-side rule already lives in Get-StorageFormFinding. Cheapest test first: no 7-Zip signature in the first six bytes returns Raw conclusively, since the engine never writes a compressed object without one; a signature with a length differing from the row's Length returns Archive on a stat alone; equal lengths hash the file, and a match against the row's xxH2Hash returns Raw because the bytes ARE the content (the user's own archive). An unreadable object returns Raw rather than guessing, so the caller's copy attempt surfaces the real I/O error. Both restorers substitute it for the $row.Compressed / ${d_comp[i]} test on the DataPath-resolved branch; the hash-recovered branch keeps SR-050's proven form. stored_object_form is the bash twin, reading the signature with od -An -N6 -tx1 (no pipeline, coreutils everywhere) and reusing hash_file. Kit revision 8. The column survives in the 9-column schema and still feeds the capacity ESTIMATE in both restorers, which is explicitly approximate and warns when compressed rows exist.","TC-141","Verified"
"LLR-069","SR-069;SR-061","Base-57 name codec and the one canonical parser","FileBackup.Common","Convert-HexToShortName;Convert-ShortNameToHex;Get-HashSizeFileName;ConvertFrom-HashSizeFileName;Test-HashSizeFileName;Test-LegacyStoredObjectName","Convert-HexToShortName encodes base-57 and THROWS on over-width instead of keeping the rightmost characters; Convert-ShortNameToHex normalises to an exact -HexWidth, stripping BigInteger's sign nibble and restoring leading zeros, and rejects a field wider than the target; Get-HashSizeFileName builds ""<hash22>_<len><ext>""; ConvertFrom-HashSizeFileName is the ONLY parser - first-22-characters, separator at index 22, base-57 digits to the first dot, remainder opaque but free of path separators - and returns $null rather than throwing; Test-HashSizeFileName answers 'is this the current grammar?'; Test-LegacyStoredObjectName is the SR-061 gate's structural half and answers the DIFFERENT question 'is this a RETIRED grammar?' - a positive test, never the negation of the first, so a damaged DataPath stays repairable. bash/reconstruct.sh mirrors ONLY the legacy predicate, as is_legacy_stored_name (structural: it consumes no decoded value) - the kit carries no 'is it current?' predicate because it would be dead weight in a file bundled into every backup, the locator matching content rather than names. TC-151 holds the two legacy predicates to a shared committed corpus.","TC-004;TC-142;TC-143;TC-144;TC-145;TC-147;TC-149;TC-150;TC-151;TC-152;TC-153","Implemented"
"LLR-070","SR-070","The stored extension is opaque and may be empty","FileBackup.Common;FileBackup.Engine","Get-HashSizeFileName;Invoke-BackupFileGroup","Get-HashSizeFileName's -Extension is [AllowEmptyString()] with a '' default, not [Parameter(Mandatory)] - which rejects the empty string and made an extensionless source file fail the whole set in Plain mode. The owner's extension flows from Invoke-BackupFileGroup verbatim and is never validated against SR-069's alphabet; ConvertFrom-HashSizeFileName preserves it byte-for-byte.","TC-146;TC-148","Implemented"
"LLR-071","SR-071","POSIX size, temp, time and space shims","bash/reconstruct.sh","stat_size / make_tempdir / iso_now / stamp_mtime_posix","stat_size probes ONCE against a known regular file and requires NUMERIC output before selecting a style, because GNU stat -f takes no argument and would otherwise succeed on a cwd containing a file named '%z'; falls back to POSIX 'wc -c'. make_tempdir always passes an explicit template (GNU defaults it, BSD does not) and every caller checks the result - an unchecked one used to leave the path empty and write the 7-Zip self-test probe to the filesystem root. iso_now uses an explicit POSIX format string. stamp_mtime_posix converts to 'touch -t' only where it can be exact (UTC, or an offset equal to this host's), keeping the warning otherwise rather than writing a wrong time. AMENDED 2026-08-28 (review T5): stamp_mtime_posix converts EVERY offset exactly by carrying it in POSIX TZ - whose sign is the inverse of ISO-8601, so '-06:00' becomes 'UTC+6:00' - instead of refusing any offset that was neither UTC nor the host's. Refusing silently dropped SR-066 on BSD for any store written in a different timezone, which is entirely ordinary.","TC-155, TC-156, TC-158, TC-160, TC-161, TC-182","Draft"
"LLR-072","SR-071, SR-009","Canonicalisation that refuses rather than guesses","bash/reconstruct.sh","canon / is_inside","canon returns the realpath -m result where available; otherwise it REFUSES any path containing a '..' component and returns non-zero rather than its raw input. Lexical '..' reduction is not path resolution: with a symlink outside->backup, link/../backup/x resolves INSIDE the backup by kernel semantics but OUTSIDE lexically, so reducing first would walk a restore into the root SR-009 protects. is_inside is TRI-STATE (0 inside, 1 outside, 2 indeterminate) because the safe branch differs by caller: the target guard refuses unless provably OUTSIDE, the traversal guards reject unless provably INSIDE. Every canon call site handles failure, including the sidecar containment case where an empty expansion would leave the glob '/*' and match every absolute path.","TC-157, TC-159","Draft"
"LLR-073","SR-073, SR-016","Target-prompt decision core and its dialogs","Reconstruct.ps1, bash/reconstruct.sh","Test-ShouldPromptGraphically / Select-FolderInteractively / pick_target_dir","Test-ShouldPromptGraphically is PURE - every signal a parameter - and returns None/Text/Gui, so the matrix is unit-tested without a dialog. Select-FolderInteractively is the I/O shell, takes an injectable -Picker scriptblock as a test seam, never throws, and marshals ShowDialog onto a dedicated STA thread when the apartment is not STA (pwsh 7.0-7.2 defaulted to MTA). Platform dialogs: WinForms FolderBrowserDialog, osascript 'choose folder', zenity, kdialog. The bash twin pick_target_dir is reached ONLY via --pick-target and honours FILEBACKUP_PICKER so bats can drive it headlessly; cancel or no dialog leaves the target empty and the existing required-argument check produces usage + exit 2. AMENDED 2026-08-28 (review T3): the MTA path uses a runspace created with ApartmentState=STA, not a raw System.Threading.Thread. A PowerShell scriptblock on a bare .NET thread has no Runspace and throws an UNHANDLED PSInvalidOperationException that terminates the process - reproduced on this host. FILEBACKUP_PICKER is invoked quoted, so a picker path containing spaces is not word-split (T6).","TC-162, TC-163, TC-164, TC-165, TC-166, TC-167, TC-183, TC-184","Draft"
"LLR-074","SR-072","Launcher generation and the window hold","Modules/FileBackup.Engine.psm1, Reconstruct.ps1","New-ReconstructScript / Wait-BeforeClosing","New-ReconstructScript writes RECONSTRUCT.cmd (CRLF, ASCII, a single pwsh line with -ExitCode and %*) and copies bash/reconstruct.command. The .cmd is a PURE PASSTHROUGH: an earlier draft paused there so a double-clicked window would not vanish, but 'pause' also fires for a console-attached automated caller passing no arguments and hangs it without returning its exit code. The hold lives in Wait-BeforeClosing instead, gated on script:InteractiveTarget - set only when the target came from a picker or prompt - so it cannot reach automation at all. reconstruct.command cds to its own folder (Finder starts it in $HOME), adds --pick-target when given no arguments, and invokes the restorer through 'bash --' so the .sh needs no executable bit.","TC-168, TC-169, TC-170","Draft"
"LLR-075","SR-007, SR-022","Seven-artifact kit, with the legacy name still recognised","Modules/FileBackup.Common.psm1, Modules/FileBackup.Engine.psm1","ReconstructCmdName / ReconstructCommandName / ReconstructLegacyBatName / Get-IsInfrastructureFile","The kit artifact list used by New-ReconstructScript, Complete-ChangeFolder staging and -RefreshKits is seven names. ReconstructLegacyBatName is never written but stays in the root-level infrastructure set forever: a snapshot keeps the kit it was written with, so every pre-rev-10 store still holds a RECONSTRUCT.bat, and dropping the name would make every run report it as an orphan/not-in-DB row (the SR-022 regression). -RefreshKits copies and never deletes, so a refreshed old store legitimately holds both names.","TC-171, TC-172","Draft"
"LLR-076","SR-007, SR-049","One kit revision, pinned so it cannot drift again","Reconstruct.ps1, bash/reconstruct.sh, Modules/FileBackup.Engine.psm1","KitRevision marker / Get-BackupKitRevision","Both restorers carry '# KitRevision: 11' (AMENDED 2026-09-01, WP17 Part A: bumped 10 -> 11 because Part A edits the kit-bundled Common.psm1 - the already-compressed extension list and the :110-114 comment - and AGENTS.md section 3 bumps the revision whenever a kit-bundled file changes behaviour; Owner ruling Q1 took the bump rather than argue the narrower reading that restore never calls Test-ShouldCompress). Get-BackupKitRevision reads the marker from the bundled RECONSTRUCT.ps1 and is the only reader. Revisions 7, 8 and 9 changed behaviour without the markers moving - they read 8 and 6 while the project documented 9 - so every WP12 store reports its kit as 8. Corrected FORWARD to 10 rather than back-dated, because the marker records what a BUNDLED kit does and a deployed copy cannot be rewritten. A test pins the two markers equal.","TC-173","Draft"
"LLR-077","SR-007","Restores never inherit a read-only pool","Reconstruct.ps1, bash/reconstruct.sh","Restore-OneRow / restore_one","Both restorers clear the read-only attribute on every file they write, at the single write choke point so the expand path is covered too, and BEFORE the SR-056 verification and the SR-066 timestamp so both act on a writable file. Copy-Item propagates the attribute and cp gives a new destination the source's mode bits, so a write-protected store would otherwise hand its protection to the restored tree. A no-op until the write side ships; it must ship FIRST because a snapshot keeps its kit forever and a deployed kit cannot be fixed afterwards. It also stops a source file that was read-only at backup time restoring read-only, which WP10 ruled out of contract.","TC-174","Draft"
"LLR-078","SR-074, SR-057, SR-022","Root-level volume pseudo-folder exclusion","Modules/FileBackup.Common.psm1, Modules/FileBackup.Engine.psm1, Reconstruct.ps1, bash/reconstruct.sh","Test-IsVolumeRootPseudoPath / Get-DataFile / Find-DataFileByHash / volume_root_skip","Test-IsVolumeRootPseudoPath (Common, so both the engine and the standalone restorer can use it) is true when a path IS one of $script:VolumeRootSkipNames at the root of the given root, or lies under one; the FIRST relative segment decides, so folder and contents are one test. Get-DataFile filters BOTH the returned files and the enumeration-error records - the files half stops $RECYCLE.BIN contents being backed up, the errors half stops 'System Volume Information' marking the set failed. Find-DataFileByHash filters both the candidate list and the enumeration errors; filtering only one would leave half the false verdict in place. volume_root_skip is the bash twin, a no-op on a native POSIX filesystem but correct on a mounted NTFS volume. AMENDED 2026-08-28 (review T2): the predicate now ALSO requires the root to be a filesystem volume root - GetFullPath($Root) equal to GetPathRoot($Root) - without which it excluded a user's own folder of the same name and silently lost their files. The bash twin gates on is_volume_root, which compares the folder against df's POSIX mount-point column and returns false when detection fails (the safe direction: scan rather than skip).","TC-175, TC-176, TC-177, TC-178, TC-180","Draft"
"LLR-079","SR-009","Physical path containment for the target guard","Reconstruct.ps1","Resolve-PathPhysically / Test-PathIsInside","Test-PathIsInside resolves BOTH sides through Resolve-PathPhysically before comparing. That walks up to the deepest EXISTING ancestor, resolves it with ResolveLinkTarget when it is a reparse point, and re-appends the non-existent tail - sound because a path that does not exist cannot contain a link. GetFullPath alone is lexical: it normalises separators and '..' but never follows a junction, so 'C:\outside\link\restore' where 'link' is a junction to the backup compared as OUTSIDE and the restore then wrote into the backup. Mirrors canon() in reconstruct.sh, closing the twin divergence recorded as D-7/F-3.","TC-181","Draft"
"LLR-080","SR-075;SR-017","Staging owner record, heartbeat and lock classifier","FileBackup.Engine","Write-StagingOwnerRecord;Read-StagingOwnerRecord;Read-StagingMarkerText;Get-StagingLockState;Start-StagingHeartbeat;Stop-StagingHeartbeat;StagingHeartbeat","The staging-lock ownership helpers live in the ENGINE, not in Common: Common is bundled into every restore kit, so a behavioural change there would force both KitRevision markers to bump, and staging-lock ownership is an engine concept with no restore-side meaning. AGENTS.md section 3 forbids a dependency DIRECTION (Common must not depend on Engine); it does not demand that engine concepts migrate down, and the first draft of WP14 misread it. Each helper carries comment-based help as the first thing in its body and an '# Implements:' back-link. Write-StagingOwnerRecord writes the once-only JSON payload (SchemaVersion, Kind, a fresh-GUID RunId, set name, host, container id, boot id, pid, StartedUtc, HeartbeatIntervalSeconds, StaleAfterSeconds 1800) DIRECTLY to RUN.inprogress through a FileMode.CreateNew FileStream -- one kernel operation that both creates and proves exclusivity, with no temp file and no rename; it is called only after a successful New-Item, and a CreateNew collision THROWS, the caller treating it as lock-lost and aborting while touching nothing. AMENDED 2026-08-31 (WP14 §11 R-4): the previous temp-write plus non-overwriting File.Move publish is check-then-rename on Unix and so not exclusive there at all, its atomic variant needs hard links exFAT lacks, and a crash mid-publish stranded a '.tmp' inside a folder the run may no longer have owned -- which every later classification reads as HoldsContent, a new permanent wedge. Torn reads stay safe on the READER side: ParseInvalid plus a fresh mtime classifies OwnerLive and refuses. Read-StagingMarkerText is the single share-tolerant reader (FileShare.ReadWrite | Delete) every marker read goes through, so the heartbeat's open handle cannot make the engine's own fence and classifier reads fail. Read-StagingOwnerRecord returns {State: Parsed|ParseInvalid|Unreadable, Record, LastWriteUtc, AgeSeconds}; ParseInvalid with the mtime fields populated is a normal, expected return (a torn record is exactly a dead writer), while Unreadable is distinct and refuses upstream. Get-StagingLockState is the classifier and is PURE of I/O decisions -- it takes the caller's forced, fail-closed enumeration result and the record and returns one of Empty | EmptyFresh | OwnerStale | OwnerLive | PruneHeld | HoldsContent | Indeterminate, so the whole matrix is unit-testable with no filesystem; the ~90 s confirmation sample belongs to the caller (LLR-017), which is what keeps the classifier pure. StagingHeartbeat is a small class compiled with Add-Type -- timer, identity-guarded touch, cancellation flag, drain -- because a PowerShell scriptblock on Timer.Elapsed has no runspace on the threadpool thread and Register-ObjectEvent queues the handler to the pipeline that a long hash is blocking, while a bare background Thread reproduces the LLR-073 PSInvalidOperationException process kill. Start-StagingHeartbeat performs ONE synchronous beat before it arms the timer or roots anything and THROWS when that touch did not land (§11 R-5: a store that rejects SetLastWriteTime would beat into an error counter nobody reads, and after StaleAfterSeconds a live run reads as dead and is confirmed dead, because the confirmation sample detects change and nothing changes); it then returns the handle, which the engine keeps ROOTED for the lock's whole lifetime (an unrooted timer is collectable and stops silently, and System.Timers.Timer swallows handler exceptions, so nothing else would tell us). The callback re-reads the marker and touches it only when the RunId matches its own, holding ONE FileStream (FileAccess.ReadWrite, FileShare.ReadWrite | Delete) across both halves and touching through File.SetLastWriteTimeUtc(SafeFileHandle, ...) so the touch lands on the very file object the identity check verified (§11 R-7: closing and re-touching by path let a reclaim landing between the two freshen the successor's marker once). Stop-StagingHeartbeat takes an optional logger and reports ErrorCount and LastError when either is nonzero (§11 R-5: a beat that dies mid-run cannot be made fatal but must not be invisible); it is idempotent, must not throw from a finalizer path, and DRAINS: it sets the cancellation flag, disposes the timer and waits out any in-flight callback, so no touch can land after Stop returns. The reclaim protocol these helpers serve has an exact step order -- (1) classify, with the confirmation sample on the stale branches; (2) Directory.Move Temp to Temp.stale-<utc>-<8 hex>, refuse on failure, no retry loop; (3) New-Item Temp then IMMEDIATELY publish the new record, refuse on either failure and leave the aside folder; (4) re-enumerate the aside folder forced and fail-closed, deleting the exact marker leaf by name and then Directory.Delete(path, recursive:false), keeping the folder on anything else, any I/O error, or either delete failing. Step 4 is the safety proof, not belt and braces: a frozen-then-resumed owner can write between step 1 and step 2, and a non-recursive delete is structurally incapable of taking a data file with it. The fence points these helpers also serve are the FIVE phase boundaries in Invoke-BackupSet -- before the step-7 staging manifest write, before Move-RemovedFilesToStaging, before Save-SupersededData, before the backup-root MANIFEST.csv publish and before Complete-ChangeFolder (§11 R-2 added the first and fourth: the authoritative publishes were unfenced) -- where a Read-StagingOwnerRecord whose RunId differs means the lock was lost and the run aborts cleaning up nothing, an unreadable marker being retried three times about 300 ms apart first (§11 R-8).","TC-185;TC-189;TC-193;TC-196;TC-197;TC-199;TC-200;TC-201","Planned"
