"SR-ID","Title","SN-Refs","Requirement","Rationale","AcceptanceCriteria","Permutations","Priority","Verification","Status","Phase"
"SR-040","Shared restore exit-code contract","SN-026;SN-013;SN-011","Both restorers shall report outcome through one documented exit-code table — 0 complete; 1 incomplete because content is unrecoverable; 2 usage or precondition failure (bad arguments, missing or unrecognizable manifest, target inside the backup, missing required tool, insufficient capacity); 3 manifest-witness verification failure; 4 incomplete because of the host (an unreadable or absent search folder, 7-Zip unavailable for an archive candidate, an extraction or copy I/O error) — applying the precedence 2 > 3 > 4 > 1. Hash recovery shall report its failure cause distinctly (content not found, dependency unavailable, storage unreadable, candidate error) rather than one warning for all four, and the terminating summary shall name the count per class. Reconstruct.ps1 shall keep its terminating-error behavior for in-process callers and additionally exit with the table's code when invoked as a process entry point (RECONSTRUCT.cmd; RECONSTRUCT.bat before kit revision 10). AMENDED 2026-08-24 (kit-bump rev6): the locators shall never report a candidate-expansion failure as a host cause - an archive candidate in the pool that does not yield the row's payload is data damage, so the outcome is ContentMissing (1) with the failed candidates named in the detail; a candidate that cannot be read is a host condition and shall be reported as StorageUnreadable (4); a candidate that could not be read shall record one cause, not CandidateError plus DependencyMissing. Restore-loop failures on a row's own file (extraction/copy I/O) remain host-class (4), unchanged. ContentMismatch (SR-056) is added to the content-class cause list. Acceptance: one unrelated garbage .7z in the pool yields exit 1, not 4. AMENDED 2026-08-24 (independent review): an expand failure counts as data damage only after 7-Zip passes a host SELF-TEST (compress+expand a probe); a 7-Zip that cannot run or write is DependencyMissing (4) - the candidate is untested, not disproven. New host-class cause WriteMismatch: a hash-proven pool source whose written destination disagrees. AMENDED 2026-08-26 (kit revision 8, SR-068, human-ratified): with the stored form derived from the bytes, a restore-loop failure on a row's OWN file is host-class (4) only when the object is ARCHIVE-SHAPED and the extraction fails - which is the case where this host's 7-Zip may be at fault. An object that carries no 7-Zip signature and reproduces neither form is data damage and shall be reported as ContentMismatch (1): no retry on a healthy host can change it, and the previous classification reached 4 only by trusting the Compressed column and blaming the extractor. This narrows the host class rather than removing it, and mirrors the rev-6 amendment already made for POOL candidates.","Realizes SN-026 and IF-001's promise of a translatable exit status: today Find-DataFileByHash collapses four causes into one warning and Reconstruct.ps1 throws one generic failure for every cause (HomeHub cross-check finding D). Adopting bash/reconstruct.sh's existing 0/1/2 scheme avoids a competing numbering. Prerequisite for IF-001 leaving Experimental.","Every failure cause maps to its documented exit code in both restorers (0 complete; 1 content unrecoverable; 2 usage/precondition; 3 witness-mismatch; 4 host condition); the same damaged store yields the same exit code from Reconstruct.ps1 and reconstruct.sh; exit 0 only when every row restored. [Field restored 2026-08-24: row had been missing AcceptanceCriteria, shifting Permutations..Phase one column left; content unchanged otherwise.] A row's own object that is archive-shaped but unopenable still exits 4 with CandidateError; the same object replaced by bytes with no signature exits 1 with ContentMismatch, and an untouched sibling row still restores.","cause=set{clean,content-missing,precondition,witness-mismatch,host-dependency}; restorer=set{powershell,bash}","M","Test","Verified",""
"SR-041","Backup-side failure aggregation","SN-013;SN-004","Move-RemovedFilesToStaging and Save-SupersededData shall not abort the run on the first failed move: each failure shall be caught, logged as an ERROR naming the file and cause, and recorded, the loop shall continue with the remaining entries, and the run shall report overall failure (non-zero exit) with a summary count — mirroring Invoke-BackupFileGroup's existing per-entry handling and the restore side's unrestored aggregation.","One failed move currently escapes Invoke-BackupSet, hiding every other failure, skipping snapshot finalization, and leaving the Temp staging folder behind so the NEXT run aborts on the SR-017 stale-staging guard (HomeHub cross-check finding J).","With two data files made unmovable during one run, the log records an ERROR per failure plus a summary count, every movable entry is still staged, the snapshot is still finalized, the run exits non-zero, no Temp staging folder survives, and the next run proceeds normally.","loop=set{removed-eviction,superseded-preservation}; failures=set{1,2}","S","Test","Verified",""
"SR-042","Versioned JSON configuration contract","SN-027;SN-014;SN-024;SN-012","The JSON configuration shall be a versioned, closed schema validated before any dependency initialization or backup mutation: a required integer ConfigVersion (currently 2; version 1 is refused as TOO OLD - its key set carried the removed PreserveFolderTree selector); a BackupSets array of at least one object each requiring non-empty Name, SourcePath, BackupPath, ChangePath, a HashRecalcFreq in {A,E,D,W,M,Y,N} (case-insensitive), and a JSON-boolean CompressEnabled, with optional SourceStatePath (default SourcePath), AllowEmptySource (default false), BrowseView (off|index, default off), ViewPath (default <BackupPath>_View) and CompressProbe (off|excluded-extensions|always, default always); optional Tools.SevenZipPath / Tools.FfprobePath and optional Secrets.{ToEmail,FromEmail,SmtpServer,SmtpPort}. Any key not in the schema, any value of the wrong JSON type, a missing or unparseable ConfigVersion, a ConfigVersion outside the supported range, or a Secrets.Credential key shall abort the run with a terminating error naming the offending key by its JSON path and the expected type or value set. A JSON config declaring more than one BackupSets entry shall log a warning naming the count and referencing IF-001's one-set-per-invocation ruling. The CLIXML configuration shall remain supported as the unversioned legacy native-Windows form, subject to the same per-set shape checks but exempt from the version, closed-schema, and credential rules. Type checking shall cover EVERY schema-defined value, not only the two booleans: each required and optional string (Name, SourcePath, BackupPath, ChangePath, HashRecalcFreq, SourceStatePath, Tools.SevenZipPath, Tools.FfprobePath, Secrets.ToEmail/FromEmail/SmtpServer) shall be a JSON string, each boolean (CompressEnabled, AllowEmptySource) a JSON boolean, and Secrets.SmtpPort a JSON integer, since PowerShell's coercions would otherwise change the document's meaning ([bool]'false' is true, so a quoted ""false"" for AllowEmptySource disarms the SR-036 delete-all refusal; [string] of an array joins it, so [""x"",""y""] becomes the literal path 'x y'). Because JSON has a single number type, an integral-valued number is that integer (ConfigVersion 2.0 is 2); a ConfigVersion outside the supported range shall be refused as an unsupported version, not as a malformed number. A single bare BackupSets object shall be accepted and wrapped, and container/FileBackup.schema.json shall express the same rule. AMENDED 2026-09-01 (WP17, SR-081): CompressProbe is an OPTIONAL, ADDITIVE per-set key whose vocabulary is EXACT-LOWERCASE - off, excluded-extensions, always - matching the BrowseView precedent (-cnotin), and container/FileBackup.schema.json shall express the same enum so the published schema and the runtime validator cannot drift. It shall be validated in BOTH configuration formats: the value check sits in Test-BackupConfigurationShape beside the BrowseView block, which runs for JSON and for CLIXML alike, so a CLIXML ""maybe"" is caught too, while the closed key set in Assert-NoUnknownConfigKey covers JSON only. Any other value - a mixed-case ""Always"", a JSON null, a number, or any word outside the vocabulary - shall abort the run with the usual status 2 naming the key by its JSON path and the expected value set, creating nothing. An ABSENT CompressProbe shall resolve to always in Resolve-BackupSetDefaults, so an unchanged v2 document still loads and ConfigVersion stays 2. A configuration carrying the removed PreserveFolderTree key shall be refused BY NAME rather than by the generic unknown-key message, in every configuration format including CLIXML (SR-063).","IF-001's import half was under-specified: the JSON branch was a bare ConvertFrom-Json with no schema, no version field and no test, so a mistyped key was silently ignored (AllowEmptySource defaults to false when absent, disarming the delete-all refusal by accident) and a quoted ""false"" was coerced true by [bool], enabling compression against the operator's intent. This is the remaining blocker to IF-001 leaving Experimental.","container/FileBackup.example.json validates unmodified and, with only its five path fields and Tools.SevenZipPath retargeted, drives a real backup that restores byte-exact; each of missing ConfigVersion, ConfigVersion=3, ConfigVersion=1, unknown top-level key, unknown per-set key, string ""false"" for CompressEnabled, HashRecalcFreq='Q', empty BackupSets, non-integer SmtpPort, and Secrets.Credential is refused before any file is created, with the offending key named in the message; an omitted AllowEmptySource yields false and an omitted SourceStatePath yields SourcePath; the same CLIXML configs used by the existing suites still load unchanged. In addition each of a quoted ""false"" for AllowEmptySource, an array SourcePath or HashRecalcFreq, a numeric Name, SourceStatePath, Tools.SevenZipPath or Secrets string, a ConfigVersion out of range, and an unknown Tools key is refused naming the key with the set's real index; the published schema and the runtime validator are driven from ONE shared fixture corpus so they cannot drift; Each of a mixed-case ""Always"", ""maybe"", a null and a number for CompressProbe is refused with status 2 naming the key, in JSON AND in CLIXML; an omitted CompressProbe yields always on the resolved set object; and the one shared fixture corpus keeps TC-074, TC-075 and TC-077 green. And a refused run creates no artifacts at all, including never creating a log directory and never truncating the previous run's global log.","format=set{json,clixml}; defect=set{missing-version,future-version,unknown-key-top,unknown-key-set,wrong-type,bad-enum,empty-sets,json-credential}; sets=set{1,2}; value-type=set{string,boolean,integer,array,object,number}","M","Test","Verified",""
"SR-043","Configuration failure is distinguishable at the process boundary","SN-027;SN-011;SN-026","FileBackup.ps1 shall accept an -ExitCode switch that makes it report through the documented status table when run as a process entry point: 0 for a complete run, 1 when one or more backup sets failed, and 2 when the configuration could not be loaded or violates SR-042 — the same usage/precondition class the restorers use. Without the switch the entry point shall keep its current behavior (terminating error for configuration problems, exit 1 for a failed set) so in-process callers and the existing suites are unaffected. container/entrypoint.sh shall pass -ExitCode so a containerized run's exit status distinguishes a bad configuration from a failed backup. A configuration file that is missing, unreadable, or of an unsupported extension is a configuration failure of the same class and shall report 2 under -ExitCode (it is the likeliest container misconfiguration, and exit 1 would tell a supervisor to retry forever). A refused configuration shall create no artifacts: the global log file shall not be created or truncated until the configuration has passed validation.","IF-001 promises HomeHub a translatable exit status, and NagLight must distinguish 'your config is wrong, retrying will not help' from 'the backup failed'; today both surface as exit 1. Complements WP1's restore exit-code table with the same 2 = usage/precondition meaning.","Run as a child process with -ExitCode: a schema-violating config returns 2 having created no backup artifacts; a config whose one set fails returns 1; a clean run returns 0; the same invocations without -ExitCode return the pre-change codes and the in-process invocation still throws. A missing config file and an unsupported extension each return 2 under -ExitCode; a refused run leaves a pre-existing global log byte-intact and creates no log directory at a fresh path.","invocation=set{in-process,child-process}; switch=set{present,absent}; outcome=set{clean,set-failure,config-failure},config-missing","S","Test","Verified",""
"SR-044","Container distribution and snapshot-restore roundtrip proof","SN-028","CI shall prove, inside the container job, that an exported image reloads via `docker load` into a working image, that publish/pull through a registry produces a working image, and that a second incremental container run produces a dated snapshot that restores byte-exact in-container alongside the latest state.","Closes the gap between SR-034's acceptance criteria (which already promises tar/registry distribution and container use) and what CI actually exercises today (BuildAndTest only, single no-snapshot run) -- container-v1 cannot be called released without this.","In the `container` CI job: Export -> docker rmi -> Invoke-Container.ps1 -Action Load -> -Action Test all succeed against the reloaded image; Publish to a throwaway registry:2 service -> docker rmi both tags -> -Action Pull -> -Action Test all succeed against the pulled image; the smoke test's kit check lists all 8 real kit artifacts (adds RECONSTRUCT.paths.json); a second, source-mutating container run creates exactly one Snapshot_<date> folder under /changes, and both the post-run latest state and the pre-mutation snapshot restore byte-exact in separate restore containers.","distribution=set{tar-roundtrip,registry-roundtrip}; restore=set{latest,snapshot}","M","Test","Verified","container-v1"
"SR-045","Snapshot pruning re-homes still-referenced bytes before deletion","SN-029;SN-004;SN-006;SN-002","Removing a dated snapshot shall first identify every (xxH2Hash,Length) key that a surviving manifest resolves by hash and whose only physical copy lies inside the snapshot being removed, and shall copy that file byte-for-byte into the surviving pool BEFORE the folder is deleted. The destination shall be where Optimize-ChangeFolders would have elected the keeper had the snapshot never existed: the backup root when the root manifest demands the key, otherwise the newest surviving snapshot that demands it. At that destination one demanding row shall be pointed at the copied file -- DataPath set to the synthesized data-file name and Compressed/StoredAsHashSize adopted from the SOURCE row, because the physical form travels with the bytes and pruning shall never re-pack or re-compress. The name shall be synthesized exactly as Invoke-BackupFileGroup would for that form (Get-HashSizeFileName with '.7z' when compressed else the logical extension; a legacy StoredAsHashSize='Original' row, which prune still serves, keeps the RelativePath plus '.7z' when compressed). No manifest row shall be added, removed or reordered and the six logical columns (RelativePath, Length, LastWriteTimeStr, xxH2Hash, Duplicate, MediaMBPerSec) shall be unchanged everywhere; only DataPath, Compressed and StoredAsHashSize shall ever differ, and only in planned rows. Every manifest the operation rewrites shall be persisted through Write-Manifest so its SR-038 witness is re-stamped, and MANIFEST.csv.meta shall never be copied between folders. The mechanism shall be correct in all four storage modes, and a prune that endangers nothing shall copy nothing.","Snapshots share bytes. A blank-DataPath row resolves by (hash,length) from anywhere in the pool, so a folder that looks like old history can hold the only physical copy other snapshots need -- deleting it from outside the tool is silent data loss (HomeHub cross-check finding I, re-ruled 2026-08-21: HomeHub owns retention policy, FileBackup owns the mechanism). Re-homing with an explicit destination DataPath rather than 'copy it anywhere' also avoids unreferenced pool bytes, makes an interrupted run trivially checkable, and closes the finding-C form hazard for the row it touches.","Byte-exact restores of every surviving dated state AND the latest state in all four storage modes after pruning the oldest, a middle, the newest and the sole remaining snapshot; re-homed content hashes to its row's xxH2Hash at its row's Length; a column-wise before/after manifest diff is confined to DataPath/Compressed/StoredAsHashSize in planned rows only, with identical row sets; every rewritten manifest verifies against its witness; a prune whose snapshot endangers nothing copies zero bytes; on quiescent states content still exists exactly once per (hash,length).","compress=set{on,off}; target=set{oldest,middle,newest,only}; demand=set{snapshot-blank-row,backup-root-blank-row,none}","M","Test","Verified",""
"SR-046","Snapshot pruning is transactional and refuses loudly","SN-029;SN-013;SN-025;SN-026","Snapshot removal shall run as an ordered transaction whose invariant is that the pool goes redundant before the snapshot disappears, never deficient: (0) preflight with no mutation -- rails, manifests, witnesses, plan, capacity and orphan checks, which is also exactly what -WhatIf reports; (1) materialize each re-homed file by copying to '<destination>.fbprune.tmp' on the same volume, verifying it, and publishing it by atomic rename; (2) publish every touched destination manifest through Write-Manifest; (3) prove that, with the target excluded, EVERY surviving manifest row still resolves -- a non-blank DataPath to a file present in its own folder whose form agrees with its Compressed column, a blank DataPath to a key present in the pool, whose located copies must additionally agree in form only when the row's OWN folder carries a pre-revision-2 restore kit (a revision-2+ kit decides a hash-recovered file's form from the located FILE, SR-050, so a form difference restores correctly and shall not block retention - amended 2026-08-23, WP7) -- aborting with the snapshot intact on any failure; (4) commit by renaming the folder out of the ^Snapshot_ namespace to 'Pruning_<name>' (which fails the pattern used by Reconstruct.ps1, reconstruct.sh and Optimize-ChangeFolders alike, so one atomic rename removes it from every consumer's view) and only then deleting it. The operation shall refuse before mutating anything, each refusal reporting its SR-040 code with batch precedence 2 > 3 > 4 > 1: a manifest whose witness mismatches or is unparseable (3); a manifest with NO witness (3) unless -AllowUnverifiedIndex is passed, the deliberate inverse of the restore default because restoring against an unverified index is recoverable and deleting against one is not; the SR-035 run-state gate (2); an existing Temp staging folder (2), which prune itself holds for its duration with a PRUNE.inprogress marker so a concurrent backup aborts on the existing SR-017 guard with no new code in the backup path; a target that is not an existing ^Snapshot_ folder directly under the resolved change root, or any wildcard (2); data files in the target that its own manifest does not reference (2) unless -DiscardUnreferencedData is passed; a pool that already fails to resolve, or whose located form disagrees with a row's Compressed where that row's folder carries a pre-revision-2 kit (2, naming the rows and the -RefreshKits remedy); insufficient free space at a destination volume (2), measured per destination volume through Common's Get-VolumeIdentity/Get-FreeSpaceBytes (SR-052) so the rail also exists on UNC and POSIX-rooted stores, and skipped rather than refused when a volume cannot be measured; a compressed plan with no usable 7-Zip (2); and a host I/O failure while copying (4, always before the commit point). A refusal shall leave the tree byte-identical, FileBackupState.json included. A refusal shall mutate NOTHING; the single exception, deliberately scoped, is that before the named snapshot is planned the mechanism completes an outstanding 'Pruning_<that same name>' deletion, which is already past the commit point and invisible to every consumer (residue for any other name is left alone). Recovery shall need no journal: re-running the same command recomputes the plan from disk, that name-scoped completion finishes an interrupted commit, and an entry sweep INSIDE the transaction -- after the rails pass and the Temp lock is held, so its failures classify as the retriable 4 -- removes the staged copies left behind, so an interruption at any phase boundary loses nothing. The sweep shall identify residue by the destination manifest, never by the '.fbprune.tmp' suffix alone: a user file stored at a verbatim path that ends in that suffix carries a manifest row and is content, while a staged copy is unreferenced by construction. Under -WhatIf neither the residue completion nor the sweep shall run, so nothing is logged or counted that did not happen. The Temp lock shall be taken by CREATING the directory (no -Force), so creation itself is the atomic test and an already-existing folder is the staging-busy refusal (2).","Deleting backup content is the least reversible thing this tool does, so the ordering has to be provable rather than plausible, and every refusal has to be distinguishable by a wrapper (NagLight maps 3 to an integrity ESCALATE, 2 to 'do not retry', 4 to 'retry'). A journal was rejected deliberately: it is a second source of truth that can itself go stale, whereas the plan is always recomputable from the disk.","Interrupting the operation at each phase boundary leaves every dated state restorable, leaves residue invisible to both restorers, and a re-invocation completes and sweeps it; each of the ten induced refusals returns its documented code against a tree whose every file is hash-identical before and after, including FileBackupState.json; -AllowUnverifiedIndex and -DiscardUnreferencedData turn their own refusals into warned successes and nothing else; -WhatIf reports the classification and the reclaim figure the real run then achieves. A compression-policy flip on a store whose kits are all revision 2+ prunes successfully and every remaining state still restores byte-exact; the same store with one snapshot's kit regressed below revision 2 refuses form-mismatch, naming the kit revision and -RefreshKits (WP7). A user file whose name ends in '.fbprune.tmp' (root-level and nested) survives a refused prune, a dry run and a successful prune of another snapshot, and still restores byte-exact; a refused prune leaves an interrupted run's residue untouched; -WhatIf leaves it untouched and logs nothing about it; an undeletable committed residue is reported as code 4.","phase=set{after-copy,after-manifest,after-commit-rename}; refusal=set{witness-mismatch,witness-absent,run-state,staging-busy,bad-target,unreferenced-data,broken-pool,form-mismatch,capacity,no-7zip,infrastructure-name,destination-collision}; residue=set{staged-copy,committed-folder,user-file-named-like-residue}; compress=set{on,off}; blank-row-kit=set{revision-2-plus,pre-revision-2}","M","Test","Verified",""
"SR-047","Snapshot inventory with dedup-aware reclaim figures","SN-029;SN-011;SN-026","The tool shall report a read-only inventory of the dated snapshots in a store: per snapshot Name, Date, Rows, PhysicalBytes, BytesReclaimed and BytesReHomed, computed from the pooled manifests and the physical content index, mutating nothing. BytesReclaimed shall be what removing that snapshot now would actually free across the whole store -- its physical size less the bytes that must first be re-homed into the surviving pool -- and BytesReHomed shall be that copy cost, both derived from the same plan the real removal executes so the reported figure is the achieved figure by construction. The inventory shall be emitted as objects in-process and as one JSON document at the process boundary.","Because of dedup a snapshot folder's size is NOT what deleting it frees, so a wrapper deciding what to keep cannot compute the number itself; and IF-001 requires the retention decision to be made outside FileBackup while the arithmetic stays inside it.","The reported BytesReclaimed for each snapshot equals the measured whole-store size drop after actually removing it, and BytesReHomed equals the measured bytes copied; running the report leaves every file in the store byte-identical; the JSON parses to one object per snapshot carrying all six fields.","snapshots=set{1,3}; sharing=set{none,shared-with-root,shared-between-snapshots}; compress=set{on,off}","S","Test","Verified",""
"SR-048","Retention is invocable at the container boundary","SN-029;SN-024;SN-011;SN-026","FileBackup.ps1 shall accept -Action Backup|Prune|Snapshots (default Backup) and -Snapshot <name[,...]>, resolving the single configured set through Import-BackupConfiguration + Resolve-BackupSetPaths and dispatching to the retention mechanism (with -WhatIf passed through) or to the inventory, whose records are written to stdout as JSON. Under -ExitCode the outcome shall be reported through the SR-040 table (0 pruned / 1 batch incomplete but no data lost / 2 usage or precondition, nothing mutated / 3 manifest-witness verification failed, nothing mutated / 4 host I/O, retriable), precedence 2 > 3 > 4 > 1. container/entrypoint.sh shall dispatch on FILEBACKUP_ACTION (default backup) or a leading positional word in {backup, prune, snapshots}, mapping FILEBACKUP_SNAPSHOT and FILEBACKUP_DRY_RUN onto -Snapshot and -WhatIf; any argument starting with '-' shall pass through to FileBackup.ps1 exactly as today, so existing flag-only invocations are byte-identical in behavior. There shall be NO prune in bash: reconstruct.sh stays restore-only, because pruning must re-stamp manifest witnesses and the bash side has no manifest writer, and pruning is never required in order to restore.","HomeHub runs retention as a separate one-shot container invocation per directory (IF-001's one-set-per-invocation ruling), so the mechanism has to be reachable from the entrypoint with the same exit vocabulary as backup and restore -- while every existing container invocation must keep behaving exactly as it does today.","In-container: the snapshots action emits parseable JSON and exits 0 while modifying nothing; pruning a valid name exits 0 and every remaining state still restores byte-exact in-container; an unknown name exits 2 with the tree unchanged; a dry run exits 0 changing nothing; the default action and a flags-only invocation behave byte-identically to before (TC-060/TC-076 re-run unchanged); a source guard proves reconstruct.sh carries no removal path.","action=set{backup,prune,snapshots,legacy-flags-only}; outcome=set{clean,unknown-snapshot,dry-run}","S","Test","Verified","container-v1"
"SR-049","Storage-form verification and repair","SN-030;SN-005;SN-025","The system shall provide an opt-in verification action, never invoked by a normal backup run, that audits every manifest row in the backup root and in every Snapshot_* folder against the physical bytes: the DataPath extension, the Compressed column and the actual stored form of the file must agree; a blank-DataPath row's Compressed must agree with the form of the file the shared restore hash-recovery locates for its (xxH2Hash,Length); and every non-blank DataPath must exist. Verification shall mutate nothing and report each finding with its row, folder and class. An explicit repair mode shall correct only findings that are unambiguous from bytes in the row's own folder - taking the physical bytes as ground truth, rewriting the Compressed column and renaming the data file so name and form agree, never re-packing or re-compressing content, never editing the six logical columns, and persisting every touched folder through Write-Manifest so its SR-038 witness is re-stamped. Repair shall act on the PHYSICAL data file, not on the row: rows deduplicated onto one data file shall be repaired together - the file renamed once and every row that referenced the old path updated to the observed form - so a repair can never leave a sibling row pointing at a path that no longer exists. Findings about blank-DataPath rows shall be reported, never silently repaired. Outcome shall be reported through the SR-040 exit-code table.","Realizes SN-030 and closes HomeHub cross-check finding C. As originally found (WP5, before WP9 deleted the migration): Sync-BackupStorageLayout's migration decision compared manifest metadata with configuration and never with the bytes, so a malformed row validated itself, and a transformation that failed on a malformed row was swallowed into a log line without failing the run. Deleting the migration removed that particular writer; it did NOT remove the need for the audit, because nothing else ever compares the index with the bytes either - a wrong Compressed/StoredAsHashSize claim, however it got there (an older build, external damage, a hand-edited manifest), still validates itself forever. A physical verify inside every migration would fight SR-024 idempotence and run-time cost, so the check is a separate opt-in action.","A backup seeded with each malformed shape (Compressed=Yes over raw bytes; Compressed=No over archive bytes; a .7z name over raw bytes; a dangling DataPath) is reported by the verification action with one finding per row and a non-zero status, with the tree byte-identical afterwards; repair mode makes each unambiguous case agree and a subsequent verification reports clean; two rows sharing one physical data file are BOTH healed by one repair (the store re-verifies clean and restores byte-exact, with no dangling row); a clean backup verifies clean and exits 0 in all four storage modes; a normal backup run never invokes verification (source-level guard) and a backup run immediately after a repair is idempotent (SR-024).","compress=set{on,off}; defect=set{flag-over-raw,flag-over-archive,name-lies,dangling-datapath,blank-row-form-disagreement,clean}; action=set{verify,repair}; scope=set{root,root+snapshots}; sharing=set{unshared,shared-datapath}","M","Test","Verified",""
"SR-050","Restore resolves storage form from the located file","SN-030;SN-005;SN-006","When a manifest row's DataPath is blank and its bytes are recovered by (xxH2Hash,Length) from elsewhere in the data pool, both restorers shall decide whether to decompress from the FORM OF THE FILE THEY LOCATED - which the hash-recovery search has already proven, by expanding an archive candidate and matching its payload - and not from the row's Compressed column. A row with a non-blank DataPath shall continue to be resolved by its own Compressed column, which describes the file in its own folder. Where an archive candidate does not yield the row's payload - whether it fails to expand (a .7z name over raw content) or expands SUCCESSFULLY to other content (a genuine .7z SOURCE file, which SR-004 stores raw) - the candidate shall additionally be considered as raw bytes before it is dropped. Both restorers shall behave identically and keep the SR-040 exit-code contract.","Realizes SN-030. A blank-DataPath row's Compressed column describes the form the byte had in another folder at another time; consulting it for a file found elsewhere in the pool is reading the wrong field. Reachable with no tampering at all: compression is per-file and per-run (SR-004) and nothing already stored is ever re-formed (SR-061), so a store legitimately holds both forms of unrelated content and a blank row's bytes may live in any folder - a row that says No while the only surviving copy is a .7z then plain-copies archive bytes under the original filename and exits 0 (WP4 retention plan finding F3; homehub cross-check finding C family). Before WP9 the compression-flip migration reached the same state by converting only the backup root and leaving snapshots behind. The located file's form costs nothing to report: Reconstruct.ps1:225-249 and reconstruct.sh:224-245 have already proven it.","With compression on or off, a snapshot restored after a compression-policy flip that leaves only the opposite-form copy in the pool reproduces the original bytes exactly and exits 0 in BOTH restorers; the same holds in the reverse direction; a non-blank DataPath row's behaviour is unchanged (TC-021 and G3 remain green); a genuinely unrecoverable row still exits 1 and a host-class failure still exits 4; a blank row for a GENUINE .7z source file - produced by an ordinary timeline with no tampering - restores byte-exact with exit 0 in both restorers.","direction=set{row-says-No-file-is-archive,row-says-Yes-file-is-raw,agreeing,genuine-7z-source}; restorer=set{powershell,bash}; origin=set{backup-root,snapshot}; compress=set{on,off}","M","Test","Verified",""
"SR-051","No run deletes a data file a live row still claims","SN-030;SN-002;SN-008","No step of a backup run shall delete or move out of the pool a data file that any row of the final manifest still references, and rows that share one physical data file shall be treated as one unit, so no operation can leave a row pointing at a path that is gone.","Dedup makes several rows share one DataPath, so every deletion site needs the reference counting Move-RemovedFilesToStaging already performs (B9). The original wording scoped this to Sync-BackupStorageLayout's migration; WP9 deleted that function (SR-061) and moved the invariant to the two sites that still delete: eviction of removed files, and Save-SupersededData's preservation of superseded bytes - whose old source-based survival test was exactly the D-1 defect (defect review 2026-08-24).","Removing either member of a dedup group leaves the survivors' object in the pool and every state restorable byte-exact with exit 0; a superseded object still claimed by a frozen row, or by a row whose replacement copy failed, is retained rather than parked; no data file referenced by the final manifest is missing after any run.","compress=set{on,off}; sharing=set{shared-datapath-split-decision,shared-datapath-same-decision,unshared}; failure=set{none,forced-transform-error,missing-7zip}","M","Test","Verified",""
"SR-052","Backup-side capacity preflight","SN-030;SN-019;SN-013","Before writing any backup or staging bytes, the engine shall estimate the bytes the run will add to the backup volume (new deduplicated content, sized by uncompressed length, the migration term retired with the migration itself at WP9, SR-061) and to the change volume (superseded and removed content that must be copied rather than renamed because it crosses a volume), compare the demands against free space PER VOLUME - summing both demands against one volume's free space when the two roots resolve to the same volume, since they then compete for the same bytes - and refuse the backup set before mutation when a volume is insufficient, naming the volume, the requirement and the free space. Volume identity shall be taken from the host's mount table (the longest mount point that prefixes the resolved path), so it is a real volume on Linux as well as on Windows and never the path itself. The same free-space measurement shall be used by Reconstruct.ps1, replacing the drive-qualifier lookup that cannot resolve a POSIX path and therefore silently skips the SR-023 check on Linux and in the container.","Realizes SN-030 and the backup half of SN-019. SR-023 is restore-only and there is no free-space logic anywhere in the engine (verified at 18e4c98). The destination is a HomeHub-controlled bind mount, so a full volume is a realistic failure mode, and a run that fills the volume mid-way leaves the manifest and the bytes out of step. Reconstruct.ps1:443 resolves capacity through Split-Path -Qualifier, which errors on a rooted POSIX path and is caught by the adjacent handler, so the container restore has no capacity guard at all while bash/reconstruct.sh:508 does.","A backup set whose new content exceeds the destination's free space refuses before any file is created; a blank-DataPath row about to be healed (SR-053) contributes its Length to the backup demand - a blank row holds no bytes, so its key must not read as already-held (WP7 review, required change 1) or modified, with the tree byte-identical, a message naming volume/required/free, and a non-zero status; a set that fits proceeds unchanged; two demands that each fit but together exceed one shared volume's free space are refused; the measurement returns a plausible non-zero value for a rooted POSIX path on Linux and for a drive-qualified path on Windows, and the volume identity of a path is a mount point from the host's mount table (so a mount point and a folder inside it are ONE volume); the restore capacity check demonstrably fires on Linux (container) where it previously skipped.","volume=set{backup,change}; platform=set{windows,linux}; fit=set{fits,does-not-fit}","S","Test","Verified",""
"SR-053","The backup run heals blank-DataPath rows and never adopts them","SN-031;SN-013","The engine shall treat a backup-root manifest row whose DataPath is blank as CHANGED in the source-to-backup diff whenever the source still carries that RelativePath, so the next run re-establishes real bytes for it: either by copying from the source or by re-pointing at a surviving deduplicated copy. The deduplication step shall never select a row whose DataPath is blank as the ""existing content"" to adopt - a blank row is damage in the process of being healed, and adopting it hands a new file a row that points at nothing while its bytes are never written. Healing shall be silent-success-safe in the other direction too: a heal changes the manifest, so the run that heals mints its dated snapshot exactly as any other manifest-changing run does.","The 2026-08-23 investigation reproduced the un-healed store end-to-end: after an external deletion inside the backup root (AV quarantine, cloud-sync dehydration, an operator tidying), the row was blanked with one WARN and never re-copied although the diff itself proved the source unchanged - and a new same-content file adopted the blank row with zero warnings and no bytes written. The store degraded forever while every run reported success.","Deleting a data file inside the backup root leaves the next run exiting 0 with the row pointing at real bytes again (re-copied from the still-matching source, or re-pointed at a surviving dedup copy) and the full tree restoring byte-exact; a new source file whose content matches a blank row gets its own physical bytes and both rows resolve; the pure diff marks a metadata-identical row with a blank DataPath as changed; a run with no blank rows behaves byte-identically to before.","loss=set{unique-content,dedup-content-survives}; adoption=set{new-file-same-content,none}; compress=set{on,off}","M","Test","Verified",""
